id,capitulo,titulo_capitulo,nro_articulo,texto
302,Capítulo V,CONGRESO NACIONAL,Artículo 52,"b) Citar a un Ministro de Estado, a petición de a lo menos un tercio de los diputados en ejercicio, a fin de formularle preguntas en relación con materias vinculadas al ejercicio de su cargo. Con todo, un mismo Ministro no podrá ser citado para este efecto más de tres veces dentro de un año calendario, sin previo acuerdo de la mayoría absoluta de los diputados en ejercicio."
303,Capítulo V,CONGRESO NACIONAL,Artículo 52,"La asistencia del Ministro será obligatoria y deberá responder a las preguntas y consultas que motiven su citación, y"
304,Capítulo V,CONGRESO NACIONAL,Artículo 52,"c) Crear comisiones especiales investigadoras a petición de a lo menos dos quintos de los diputados en ejercicio, con el objeto de reunir informaciones relativas a determinados actos del Gobierno."
305,Capítulo V,CONGRESO NACIONAL,Artículo 52,"Las comisiones investigadoras, a petición de un tercio de sus miembros, podrán despachar citaciones y solicitar antecedentes. Los Ministros de Estado, los demás funcionarios de la Administración y el personal de las empresas del Estado o de aquéllas en que éste tenga participación mayoritaria, que sean citados por estas comisiones, estarán obligados a comparecer y a suministrar los antecedentes y las informaciones que se les soliciten."
306,Capítulo V,CONGRESO NACIONAL,Artículo 52,"No obstante, los Ministros de Estado no podrán ser citados más de tres veces a una misma comisión investigadora, sin previo acuerdo de la mayoría absoluta de sus miembros."
307,Capítulo V,CONGRESO NACIONAL,Artículo 52,La ley orgánica constitucional del Congreso Nacional regulará el funcionamiento y las atribuciones de las comisiones investigadoras y la forma de proteger los derechos de las personas citadas o mencionadas en ellas.
308,Capítulo V,CONGRESO NACIONAL,Artículo 52,2) Declarar si han o no lugar las acusaciones que no menos de diez ni más de veinte de sus miembros formulen en contra de las siguientes personas:
309,Capítulo V,CONGRESO NACIONAL,Artículo 52,"a) Del Presidente de la República, por actos de su administración que hayan comprometido gravemente el honor o la seguridad de la Nación, o infringido abiertamente la Constitución o las leyes. Esta acusación podrá interponerse mientras el Presidente esté en funciones y en los seis meses siguientes a su expiración en el cargo. Durante este último tiempo no podrá ausentarse de la República sin acuerdo de la Cámara;"
310,Capítulo V,CONGRESO NACIONAL,Artículo 52,"b) De los Ministros de Estado, por haber comprometido gravemente el honor o la seguridad de la Nación, por infringir la Constitución o las leyes o haber dejado éstas sin ejecución, y por los delitos de traición, concusión, malversación de fondos públicos y soborno;"
311,Capítulo V,CONGRESO NACIONAL,Artículo 52,"c) De los magistrados de los tribunales superiores de justicia y del Contralor General de la República, por notable abandono de sus deberes;"
312,Capítulo V,CONGRESO NACIONAL,Artículo 52,"d) De los generales o almirantes de las instituciones pertenecientes a las Fuerzas de la Defensa Nacional, por haber comprometido gravemente el honor o la seguridad de la Nación, y"
313,Capítulo V,CONGRESO NACIONAL,Artículo 52,"e) De los delegados presidenciales regionales, delegados presidenciales provinciales y de la autoridad que ejerza el Gobierno en los territorios especiales a que se refiere el artículo 126 bis, por infracción de la Constitución y por los delitos de traición, sedición, malversación de fondos públicos y concusión."
314,Capítulo V,CONGRESO NACIONAL,Artículo 52,La acusación se tramitará en conformidad a la ley orgánica constitucional relativa al Congreso.
315,Capítulo V,CONGRESO NACIONAL,Artículo 52,"Las acusaciones referidas en las letras b), c), d) y e) podrán interponerse mientras el afectado esté en funciones o en los tres meses siguientes a la expiración en su cargo. Interpuesta la acusación, el afectado no podrá ausentarse del país sin permiso de la Cámara y no podrá hacerlo en caso alguno si la acusación ya estuviere aprobada por ella."
316,Capítulo V,CONGRESO NACIONAL,Artículo 52,Para declarar que ha lugar la acusación en contra del Presidente de la República o de un gobernador regional se necesitará el voto de la mayoría de los diputados en ejercicio.
317,Capítulo V,CONGRESO NACIONAL,Artículo 52,En los demás casos se requerirá el de la mayoría de los diputados presentes y el acusado quedará suspendido en sus funciones desde el momento en que la Cámara declare que ha lugar la acusación. La suspensión cesará si el Senado desestimare la acusación o si no se pronunciare dentro de los treinta días siguientes.
318,Capítulo V,CONGRESO NACIONAL,Artículo 52,Atribuciones exclusivas del Senado
319,Capítulo V,CONGRESO NACIONAL,Artículo 53,Son atribuciones exclusivas del Senado:
320,Capítulo V,CONGRESO NACIONAL,Artículo 53,1) Conocer de las acusaciones que la Cámara de Diputados entable con arreglo al artículo anterior.
321,Capítulo V,CONGRESO NACIONAL,Artículo 53,"El Senado resolverá como jurado y se limitará a declarar si el acusado es o no culpable del delito, infracción o abuso de poder que se le imputa."
322,Capítulo V,CONGRESO NACIONAL,Artículo 53,"La declaración de culpabilidad deberá ser pronunciada por los dos tercios de los senadores en ejercicio cuando se trate de una acusación en contra del Presidente de la República o de un gobernador regional, y por la mayoría de los senadores en ejercicio en los demás casos."
323,Capítulo V,CONGRESO NACIONAL,Artículo 53,"Por la declaración de culpabilidad queda el acusado destituido de su cargo, y no podrá desempeñar ninguna función pública, sea o no de elección popular, por el término de cinco años."
324,Capítulo V,CONGRESO NACIONAL,Artículo 53,"El funcionario declarado culpable será juzgado de acuerdo a las leyes por el tribunal competente, tanto para la aplicación de la pena señalada al delito, si lo hubiere, cuanto para hacer efectiva la responsabilidad civil por los daños y perjuicios causados al Estado o a particulares;"
325,Capítulo V,CONGRESO NACIONAL,Artículo 53,"2) Decidir si ha o no lugar la admisión de las acciones judiciales que cualquier persona pretenda iniciar en contra de algún Ministro de Estado, con motivo de los perjuicios que pueda haber sufrido injustamente por acto de éste en el desempeño de su cargo;"
326,Capítulo V,CONGRESO NACIONAL,Artículo 53,3) Conocer de las contiendas de competencia que se susciten entre las autoridades políticas o administrativas y los tribunales superiores de justicia;
327,Capítulo V,CONGRESO NACIONAL,Artículo 53,"4) Otorgar la rehabilitación de la ciudadanía en el caso del artículo 17, número 3° de esta Constitución;"
328,Capítulo V,CONGRESO NACIONAL,Artículo 53,"5) Prestar o negar su consentimiento a los actos del Presidente de la República, en los casos en que la Constitución o la ley lo requieran."
329,Capítulo V,CONGRESO NACIONAL,Artículo 53,"Si el Senado no se pronunciare dentro de treinta días después de pedida la urgencia por el Presidente de la República, se tendrá por otorgado su asentimiento;"
330,Capítulo V,CONGRESO NACIONAL,Artículo 53,6) Otorgar su acuerdo para que el Presidente de la República pueda ausentarse del país por más de treinta días o a contar del día señalado en el inciso primero del artículo 26;
331,Capítulo V,CONGRESO NACIONAL,Artículo 53,"7) Declarar la inhabilidad del Presidente de la República o del Presidente electo cuando un impedimento físico o mental lo inhabilite para el ejercicio de sus funciones; y declarar asimismo, cuando el Presidente de la República haga dimisión de su cargo, si los motivos que la originan son o no fundados y, en consecuencia, admitirla o desecharla. En ambos casos deberá oír previamente al Tribunal Constitucional;"
332,Capítulo V,CONGRESO NACIONAL,Artículo 53,"8) Aprobar, por la mayoría de sus miembros en ejercicio, la declaración del Tribunal Constitucional a que se refiere la segunda parte del Nº 10º del artículo 93;"
333,Capítulo V,CONGRESO NACIONAL,Artículo 53,"9) Aprobar, en sesión especialmente convocada al efecto y con el voto conforme de los dos tercios de los senadores en ejercicio, la designación de los ministros y fiscales judiciales de la Corte Suprema y del Fiscal Nacional, y"
334,Capítulo V,CONGRESO NACIONAL,Artículo 53,10) Dar su dictamen al Presidente de la República en los casos en que éste lo solicite.
335,Capítulo V,CONGRESO NACIONAL,Artículo 53,"El Senado, sus comisiones y sus demás órganos, incluidos los comités parlamentarios si los hubiere, no podrán fiscalizar los actos del Gobierno ni de las entidades que de él dependan, ni adoptar acuerdos que impliquen fiscalización."
336,Capítulo V,CONGRESO NACIONAL,Artículo 53,Atribuciones exclusivas del Congreso
337,Capítulo V,CONGRESO NACIONAL,Artículo 54,Son atribuciones del Congreso:
338,Capítulo V,CONGRESO NACIONAL,Artículo 54,"1) Aprobar o desechar los tratados internacionales que le presentare el Presidente de la República antes de su ratificación. La aprobación de un tratado requerirá, en cada Cámara, de los quórum que corresponda, en conformidad al artículo 66, y se someterá, en lo pertinente, a los trámites de una ley."
339,Capítulo V,CONGRESO NACIONAL,Artículo 54,"El Presidente de la República informará al Congreso sobre el contenido y el alcance del tratado, así como de las reservas que pretenda confirmar o formularle."
340,Capítulo V,CONGRESO NACIONAL,Artículo 54,"El Congreso podrá sugerir la formulación de reservas y declaraciones interpretativas a un tratado internacional, en el curso del trámite de su aprobación, siempre que ellas procedan de conformidad a lo previsto en el propio tratado o en las normas generales de derecho internacional."
341,Capítulo V,CONGRESO NACIONAL,Artículo 54,"Las medidas que el Presidente de la República adopte o los acuerdos que celebre para el cumplimiento de un tratado en vigor no requerirán de nueva aprobación del Congreso, a menos que se trate de materias propias de ley. No requerirán de aprobación del Congreso los tratados celebrados por el Presidente de la República en el ejercicio de su potestad reglamentaria."
342,Capítulo V,CONGRESO NACIONAL,Artículo 54,"Las disposiciones de un tratado sólo podrán ser derogadas, modificadas o suspendidas en la forma prevista en los propios tratados o de acuerdo a las normas generales de derecho internacional."
343,Capítulo V,CONGRESO NACIONAL,Artículo 54,"Corresponde al Presidente de la República la facultad exclusiva para denunciar un tratado o retirarse de él, para lo cual pedirá la opinión de ambas Cámaras del Congreso, en el caso de tratados que hayan sido aprobados por éste. Una vez que la denuncia o el retiro produzca sus efectos en conformidad a lo establecido en el tratado internacional, éste dejará de tener efecto en el orden jurídico chileno."
